6102706	627541	6458565	5317181	6397823
9408233	2221136	5439900	1909004	6656099
2602637	1667251	3871733	3866670	4481580
2711892	2566461	9167424	5808420	8589589
3646358	4751972	3729054	7432671	4582901
9662022	5343831	1541863	898223	8379684
1104129	6335030	1459978	6794596	8153203
4006831	565787	952733	4217381	6916919
1428387	6407145	6256868	5485009	6743362
9045785	9817685	1214868	7325781	6657960
1625124	407166	4310964	8873258	6323542
6950564	15976	1484461	1178863	1462603
6825782	8492938	6150264	6810083	7310255
2665964	7507505	8862513	7588001	2156975
4151686	5675394	8044513	8936822	630222
9560029	993477	9865603	3596723	9243121
3342820	6795418	9647172	9546448	7896056
4075296	6895497	1641537	4881924	7932011
4769317	279019	7626087	370027	5131896
6878929	4086009	6552123	2805173	8507475
1593360	9471330	7999840	2591816	4570510
3693301	120767	3895857	6745415	8443019
5397211	193154	7857187	8034519	3630784
3318444	294370	3646960	9217219	314358
6501442	3993143	4373227	5068123	3959689
3653129	9816608	6585941	7702555	1343530
3718198	9675671	4601113	4644750	6808262
3542002	1896765	7608739	1637846	757547
7490300	9758034	9855781	5948289	153523
9266497	1490357	2510454	6294790	5681574
5498020	5233653	8984104	6535247	1831605
4386321	371914	5203559	4251582	733655
1398748	5116243	7035412	1344525	1347820
2829680	6368228	2956017	3735249	2648000
9309538	5003400	7882464	2771373	5369374
2241104	4715469	1177561	3971626	2203734
5964204	3094066	6142416	5321019	3502833
6470244	4777683	5579845	8434311	6727560
838016	2238130	7747490	7939326	5588969
5392635	5461064	5158377	2038047	340648
9666417	9804559	7017866	8366429	8084244
3678344	8411391	7495997	2778767	9741922
2409853	1835363	7893961	433808	7169816
5847751	8902451	9499014	9535668	4904563
9312909	9658686	440101	540856	8780160
4946929	596359	4973293	8217590	1344787
7480185	3626881	4231679	7440803	5144695
9836411	804999	625979	8336636	1607183
362149	7703021	8592453	2071070	3301963
8200650	8881237	8533771	4823333	9128836
9677745	4561322	4227496	2779072	3215446
7227779	1054833	9974751	4223892	5333878
6580849	2840663	5378580	1152802	3186570
6047989	5839787	7136359	2691480	8936972
1316849	3953520	2855794	9868168	1714910
5195867	5532096	2492622	6549391	1945042
5295710	8202320	5910880	4781473	3427566
5016960	2867636	7505511	3621104	241755
5529743	8101023	4857950	9378254	6655109
6929037	5258329	6277963	8788269	3697540
95516	9858939	885840	214531	7355614
1978434	6730355	7384812	5673400	4438197
1705854	5160547	7069916	7205780	4454165
4769622	8242534	4096452	7495287	9675567
5605930	687751	6549742	687017	6598228
2555423	4927794	7459283	9841106	711168
7436058	2530060	3947016	4504812	1921730
6239435	7341252	8501939	255674	9361648
1600157	4215808	497240	9186429	6055273
8218882	3928556	7441072	5715743	8137417
3631810	7485517	2540468	6412027	6726636
3889768	5983793	5942953	5287940	4636199
1974987	5039614	4423984	2175028	9708565
8235204	6090413	4285517	3793991	9926615
4382564	2640701	6684839	2058784	9043103
7903891	4795801	6617476	9967530	7756795
7739577	674410	6925611	1845379	3952702
5316853	8595588	8275071	1667364	1046452
8182314	766455	1327746	2202996	1697544
485815	5732297	9045892	6811760	6617439
3154406	7336849	9356836	5038555	6993142
7847384	8525041	4604624	3180088	673115
6953412	5483700	1601206	2436383	5619668
1805219	8652500	9615279	6707499	5123424
8736197	1835072	4280969	2774607	4380533
1586219	1721904	1938360	2591837	2179255
8319670	4713671	6763469	9913733	5236799
4296301	6542431	2893457	7413880	2427472
7327118	1841284	8231148	7764284	3333319
5348895	1353915	5171669	2896037	1562048
8170862	4077436	9128403	1233667	3831938
202222	7599526	3828688	6262774	5293840
2147731	3024697	2654858	4817884	3611557
8133230	2904306	3196466	1362903	4604411
839421	7360030	575241	515685	8857837
4216518	3135723	7887323	2738481	1726288
3010177	3440367	7250171	877816	2659970
8136226	7581477	8565068	6370338	9589407
2052839	9555464	7501058	8909762	9925818
7078776	1719469	6971425	9133143	2189981
3020082	8043393	908637	3359658	3964999
9536869	7135284	2309598	7371263	7282221
1912677	4117280	9074915	432877	5340628
8327519	3508351	8083335	3360247	9003831
4323860	1283863	7377323	2720102	6085558
2467246	1130567	8509469	7012110	8598962
7589848	974990	7240279	7409811	9401234
7565607	2377303	6416198	4875077	8465287
6098613	6649509	5204936	8662746	5521364
7094047	2916614	7034488	4676429	9319378
4742152	6148587	2975141	6391039	3479362
4282768	2762351	1373651	72287	8200815
6900068	121878	4515157	5021134	5610613
6404101	7351390	4066288	6929590	5277008
7707922	4703595	2440960	9555246	6934758
5832319	4399393	4666450	3871439	4890258
7503735	3354201	1002894	7607250	2426923
2630650	9723382	5503086	5205963	2013739
1316661	7829262	7811080	8151948	7161258
6491911	1331624	5031797	7528798	808108
7246251	7530323	79612	3117793	5384018
5726300	2460142	8591038	1274163	1718552
24208	2725952	9149925	7500573	6685292
8928828	381304	3513716	2955603	4766113
7765322	5952332	3893314	8700896	6722390
6157780	9182537	7398711	2713173	4064598
5272211	3536683	2471500	7486515	7615192
3946505	4010318	8641193	5376401	220677
8767497	5352169	3196626	1408991	9932104
1045589	7694957	5920747	9626913	1565545
7364636	5718105	9205086	6326839	6413670
1568213	2234746	7701283	8682566	3350057
3157971	9184621	8620041	3786063	3838113
3837144	5474952	8252866	6990898	9826124
8721733	1684905	6981331	4129058	2743391
7594519	5255380	150930	8931697	9058515
3271705	3442195	7407210	3841396	498330
3809559	3831478	7929778	9488493	903364
4024021	5584453	9235273	2073485	9419814
1555232	2159006	2097294	3257613	5855904
8428651	8764224	3783800	1924479	5741282
3113327	3477940	7919196	190559	9299674
1936566	5621146	2560894	4891868	9198595
1748837	4472965	2292689	5807267	8678272
1222854	814125	7797695	2479426	4366010
3169223	1376260	7188901	9964133	1560166
9730399	240179	2464930	6913697	7208850
7241398	1834022	8235684	1411501	3004590
4870337	2227402	6164880	8600497	519085
6811190	5583309	1456089	6805346	1791209
9493395	1780346	4586067	2944766	811511
3180156	8608833	4399603	593799	2197974
2897594	7472813	9595823	896744	4591424
3493877	4073452	4508831	4664525	9852103
6899194	4348228	1996136	5192742	408994
2647380	7068168	7332007	3791936	9320429
5094291	7958460	6563090	2089040	8178776
9417081	7249696	6325517	2945472	6129424
3339755	869636	6346979	1310159	2830028
4858585	6268973	3627338	269157	9754489
2738782	7929523	4917861	9574870	9558096
5140764	7949049	4210614	5075768	1982243
579870	8964155	4152770	6354907	736707
5474245	5549337	9627770	2464178	2486916
771590	3079712	4245549	7743486	5840006
2406508	865435	7644935	2148297	5198088
688790	4785413	2828625	4385059	4710267
3928786	2600573	8088124	623690	7549418
8625122	6394328	1779317	1749685	8940244
8132902	1128818	3364529	6897628	4747700
2913718	1297824	852588	6329952	2667933
8468908	9782104	8759751	5958433	3508092
4985407	8287528	1774565	225551	5588311
7480897	4322958	1363292	3978122	2796898
5553172	1295232	1896364	2963456	9148454
9728112	495497	732693	4733007	155863
619146	2406610	690594	3132253	9257568
6429381	415036	1408464	9338445	8600484
4997336	668518	6348442	9493273	834684
2947242	2343911	1463981	9548714	9740862
3097157	5618558	4235133	2331583	4662721
9472942	4855120	6638006	5983207	4729188
6263667	328718	8650922	1327040	351828
3937523	7600870	6831721	6156072	4634104
9798805	5892625	6938795	9076231	7856150
8202551	7531460	7243598	1216066	9001042
7689044	9727536	9209853	5974494	9748212
1636554	6747258	6211322	4459799	6208099
1736319	4043253	7451162	3923349	6764101
630750	2850138	8422593	1658376	808744
9487120	1802560	6380494	7841834	4407816
8958234	381499	5431339	5397344	9387523
7007410	4122385	6183751	2782744	2982095
806629	1830576	4104068	5357518	5552073
2249268	6951485	707609	3755828	1559695
6243689	8749805	9965034	6849142	200567
5096909	2388132	5775947	3779745	975316
5626696	2821768	7576637	4114533	8449671
1679056	5828039	9425642	2394191	1315464
6314919	9853945	4558897	1807693	4380280
2631605	9656614	3413014	3839683	7714269
6268523	4280538	3185067	8934614	4037540
9228329	7199155	2750770	7775779	8013043
9957163	2171131	2049341	7171072	7343541
8160056	1800199	5513159	4112301	9397208
9068940	1033108	8829203	635424	2736299
1979909	4945186	3836325	5320984	332972
4941248	9706612	8996265	9625559	1513782
9484296	6031995	6803772	8843563	4010615
6797679	9919343	7612081	9075582	8386806
9451947	6745395	9595342	239665	1570964
3963308	6469167	3547377	5022274	1067875
5623669	2564879	4448414	8251074	5026744
5400385	9400627	4597571	215004	7010894
7320467	7735058	1750040	833554	7289531
2761665	4077272	7871942	4488181	8962698
3224497	5376324	2076833	7064824	1518372
5903601	1849264	7445993	733700	5556056
5256709	501036	1925246	8357502	8067744
8455470	2969884	6706193	5361544	4412279
3633419	3634371	6055112	3168968	45493
8816260	7521622	3889178	9539	543136
8580707	3424477	2302368	7424376	5918718
7880211	3498115	4949517	8607994	8934011
3010057	4237169	5614691	2290943	9535327
4412067	1965154	8389979	8533662	8731628
4853799	5998290	5450854	8616071	9919376
8175241	5368907	6051797	611006	1079646
6975852	6372229	4268964	8817600	2471806
6841796	8492502	2719427	4193971	6940530
636415	4294437	6780531	2097840	759774
2204117	2752359	2256622	8778755	1348043
9861980	9739967	5271984	9561848	7721520
5169064	4367445	2456604	2132599	178739
4226988	8133759	3303546	2376770	9913023
9424712	596289	5259875	4570296	4477104
8450348	6636468	5315949	4587250	5887772
653086	3689798	8233920	4476490	13200
1141475	6125055	1116784	1593586	8899406
4645144	4236620	110380	5864147	6700285
7800027	647063	812713	194510	7744957
289022	9991112	3116890	9334637	8083162
810580	1319481	6656431	990071	4088866
2014528	1609305	1844057	7568766	1584218
5973113	9349549	9511537	7313522	9351197
4503518	8151353	7058755	6037142	3103661
701192	5311580	6530853	8175191	4822264
8378535	5906022	9429622	3129297	6950231
6685594	3711941	3245437	1132964	2786335
9822320	7577252	7857399	319965	3231691
3366480	5686411	9891139	4617948	3315265
9192083	3253640	4349607	1151785	7194850
4720918	8299867	4868300	4786348	5072647
5660027	7239446	4934653	7623326	2686889
420158	6305394	5201549	8815737	7009661
7398947	8169296	884104	2856209	7887349
9166773	4868743	9461473	3575241	6600827
9469586	3182832	5985743	9771404	1886346
3202871	5566766	8722244	4273836	7043363
1427588	1252578	9603072	9914255	3617106
7794090	7437231	1861360	9608760	9420183
7313354	2037260	2238678	9737310	2989995
539118	2615034	4926803	2628166	2062904
9218845	6311483	6375455	4357419	9911263
754209	6610051	7097316	1895453	6940799
8244309	8922943	6715542	3158192	851531
4540416	2869888	3131660	8533601	9519554
4273797	1992675	1540890	570129	3243268
8220516	4877553	8853975	189406	5312742
2349970	2464426	8874207	8963641	5400193
7924204	7933216	6453753	1001616	3911233
1951204	4699487	2546899	1676892	5063905
5227096	443815	225616	5746698	5229204
2395008	936149	2673077	9664522	9111121
8368033	3032021	1432654	1620397	4177556
3601480	4908646	387428	5839711	6843893
6054067	1171292	5689232	79788	4024943
2005738	1776790	8220472	5431180	4120315
7197248	7604650	898296	9947921	3153841
7765175	137021	5236164	7824908	3799041
8513750	538322	7684168	5813872	3868763
6219091	168025	5047495	6019672	8933854
8614649	7378075	4397634	8926641	7337181
7931248	8738165	5328875	7728100	2738801
2579588	142040	3473602	2115113	4354434
4998347	7014343	5734400	8857995	6993729
1493026	5718125	61732	1943759	2669682
5035780	287002	2836422	4574571	8523432
2862980	6917638	273590	1278372	1519252
4733667	5575481	5272200	1067588	3001719
4600169	36666	1908461	4444413	3514819
6541487	2798923	3942651	1041208	863807
9208992	4995343	4327608	107493	5896914
9643353	2731673	3082692	3626077	2151167
9943380	9567263	7480415	5607864	8472744
1497151	379979	5161813	3950653	7494036
1582783	7543133	9211148	4395052	3420893
4294910	3291766	9766856	7928952	7738068
5516311	2653135	3043559	9224517	1390927
1688761	6728053	7815211	1542497	3222794
3921117	1417785	3832705	3613727	9754498
7694119	7521018	7943500	935536	5617495
3348035	7356503	2797558	5739748	7727608
4515639	9573421	4320836	7007473	1094345
1606465	6329629	4355427	1664097	8440119
1336737	7442063	778234	937964	4500445
305048	9503282	1405391	4155020	4872733
3741892	7503167	7990277	8265423	3254942
9942939	4059857	7362357	8088876	7973440
7641811	1580049	9757436	2939514	3319020
1040768	6725047	8213406	5055293	2146089
6375739	7990898	9516055	3983303	892255
5486333	7100513	6975189	5973315	8286440
2632739	2224840	17594	2984276	2600632
9893106	7024857	6846586	625256	2010176
6300834	34504	8245146	9281446	6794215
2756759	9488604	8818084	1802599	7379918
3677008	4380127	1633177	4274492	7304935
6526416	2996046	6166499	1888635	1150469
8463591	5905531	4455126	5542269	2613542
363802	2487202	8591513	7890030	5901660
4686789	5513655	8047478	8069013	426517
9200912	5826332	1684903	6895958	3588961
7528785	1243932	3686016	6484320	8360386
8447823	4284585	8550190	5100484	8416387
2989197	6492893	1216178	6589742	6511449
5567610	7762163	4061676	6491777	9731444
9130547	725602	7104800	5837936	7225738
6435048	1283410	2437296	9179224	4776312
3720620	4206970	7366975	9511555	3084599
949540	9450160	6316612	7532539	311103
6111896	4368927	1802176	2368838	7904012
3363908	7952950	5550003	2414262	5944466
6580387	2816025	7523721	7439491	7787686
3543537	5757111	6858242	1874310	9579830
5343890	7483345	7165508	9080258	9517613
8593696	6278288	1357580	1983808	8786410
5493630	4141334	8075697	5428015	6508245
7466365	8379254	161349	2319929	9642703
7280382	7574344	6839808	3876581	2467010
9315184	7043141	7381819	5018856	7984216
2796099	8670101	2008120	4490367	1619158
